세그먼트ID,도로명,도로유형,중심위도,중심경도,난이도점수,난이도등급,사고율점수,도로형태점수,도로규모점수,교차로점수,교통량점수,설명
SEG_002693,이름없음,trunk_link,37.520905075,127.09697755,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_002694,남부순환로379길,service,37.48881045555556,127.0451244666667,32.5,보통,0.0,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_002695,이름없음,service,37.487319,127.0433795909091,40.9,보통,39.5,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002696,이름없음,service,37.48694533333333,127.0436001,40.9,보통,39.5,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002697,이름없음,service,37.48880505555556,127.0485771,40.2,보통,36.7,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002698,이름없음,service,37.4927982,127.0481481545455,41.0,보통,39.8,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002699,이름없음,service,37.49246079090909,127.0508036727273,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002700,이름없음,service,37.49319893333333,127.0529102222222,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002701,남부순환로381길,residential,37.4881197,127.04813715,38.9,보통,36.7,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002702,이름없음,service,37.48864629090909,127.0461685,32.5,보통,0.0,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_002703,이름없음,service,37.48928624545454,127.0464111,32.5,보통,0.0,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_002704,이름없음,service,37.48905825,127.0463746,41.7,보통,36.7,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_002705,남부순환로377길,residential,37.4867143,127.04526545,39.6,보통,39.5,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002706,남부순환로379길,service,37.4880729,127.0457985,32.5,보통,0.0,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_002707,이름없음,service,37.48818553,127.04650226,40.2,보통,36.7,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002708,이름없음,service,37.48916185,127.05090064,40.2,보통,36.7,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002709,이름없음,service,37.49138490909091,127.0419079090909,52.0,보통,72.2,70,80,20,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_002710,이름없음,service,37.49176913333333,127.0416910666667,52.0,보통,72.2,70,80,20,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_002711,이름없음,service,37.49036776000001,127.04219557,52.0,보통,72.2,70,80,20,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_002712,이름없음,service,37.4908623625,127.041928625,53.5,보통,72.2,70,80,30,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_002713,이름없음,residential,37.47517465,127.05027315,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002714,이름없음,tertiary,37.47095225,127.0315466,33.5,보통,0.0,50,50,40,40,집산도로
SEG_002715,바우뫼로12길,tertiary,37.4713361,127.03119855,33.5,보통,0.0,50,50,40,40,집산도로
SEG_002716,이름없음,service,37.47642546363636,127.0570519818182,40.9,보통,39.6,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002717,이름없음,service,37.4767963,127.0555883,49.9,보통,39.6,70,80,60,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002718,선릉로18길,service,37.48446744545455,127.0611785363636,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002719,선릉로18길,service,37.48397183636364,127.0625795909091,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002720,선릉로18길,service,37.48357935,127.0633093,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002721,선릉로16길,residential,37.483967075,127.060036275,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002722,선릉로6길,residential,37.48291967500001,127.062001575,35.0,보통,0.0,65,70,35,25,"주거지역 도로, 좁은 도로"
SEG_002723,선릉로8길,residential,37.48331767142857,127.0620239714286,31.2,보통,0.0,65,70,10,25,"주거지역 도로, 좁은 도로"
SEG_002724,선릉로10길,residential,37.4837034375,127.061261075,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002725,선릉로12길,residential,37.48391275,127.06100415,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002726,선릉로14길,residential,37.48409165,127.0607107,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002727,선릉로10길,residential,37.48285753333334,127.0611356666667,35.0,보통,0.0,65,70,35,25,"주거지역 도로, 좁은 도로"
SEG_002728,선릉로16길,residential,37.483559275,127.06028855,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002729,선릉로10길,residential,37.48358045000001,127.06173475,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002730,선릉로10길,residential,37.48319035,127.06120815,35.0,보통,0.0,65,70,35,25,"주거지역 도로, 좁은 도로"
SEG_002731,선릉로10길,residential,37.4833885,127.06147595,31.2,보통,0.0,65,70,10,25,"주거지역 도로, 좁은 도로"
SEG_002732,선릉로10길,residential,37.48377445,127.06199125,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002733,선릉로10길,residential,37.48396605,127.06225885,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002734,이름없음,residential,37.48308716666667,127.0623251333333,35.0,보통,0.0,65,70,35,25,"주거지역 도로, 좁은 도로"
SEG_002735,논현로4길,residential,37.47337951111111,127.0522337222222,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002736,이름없음,residential,37.47399695,127.05358255,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002737,논현로6길,residential,37.47294255,127.0507598,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002738,논현로6길,residential,37.47254955,127.05056395,41.0,보통,0.0,65,70,75,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002739,논현로2길,residential,37.473543775,127.0532796,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002740,논현로4길,residential,37.47449628,127.05395898,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002741,이름없음,residential,37.475668775,127.0539252,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002742,선릉로4길,tertiary,37.48286108,127.06272166,31.2,보통,0.0,50,50,25,40,집산도로
SEG_002743,이름없음,service,37.48774547272728,127.0612354454545,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002744,이름없음,service,37.48813233333333,127.06168415,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002745,이름없음,service,37.48801228,127.06021497,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002746,이름없음,service,37.48770735,127.0613864,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002747,이름없음,service,37.487992975,127.062835325,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002748,이름없음,service,37.48821077272727,127.0627944090909,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002749,이름없음,service,37.48823602,127.0623112,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002750,이름없음,service,37.4877774,127.06260455,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002751,언주로29길,residential,37.48611355,127.0491369,38.9,보통,36.7,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002752,삼성로4길,tertiary,37.486637375,127.0690694,27.5,쉬움,0.0,50,50,0,40,집산도로
SEG_002753,이름없음,service,37.487539725,127.0685293,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002754,이름없음,service,37.4858627875,127.0499231875,40.2,보통,36.7,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002755,이름없음,service,37.48550932,127.04888834,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002756,이름없음,service,37.48521695,127.0484078,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002757,이름없음,service,37.4851830875,127.0498963,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002758,이름없음,service,37.48503732857143,127.0490900857143,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002759,이름없음,service,37.48569776,127.05034396,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002760,이름없음,service,37.48575538,127.04957445,40.2,보통,36.7,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002761,이름없음,service,37.48462353333333,127.0491537666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002762,이름없음,service,37.48465965,127.0487561,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002763,이름없음,service,37.4861726,127.0497371666667,40.2,보통,36.7,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002764,이름없음,service,37.48395548333333,127.0599882333333,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002765,이름없음,service,37.48831938181818,127.0680787909091,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002766,이름없음,service,37.48811731818181,127.0689327,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002767,이름없음,service,37.48805535,127.0686743,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002768,이름없음,service,37.4872895,127.0675097142857,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002769,이름없음,service,37.4874124,127.0689277636364,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002770,이름없음,service,37.48741331666667,127.06932105,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002771,이름없음,service,37.48697747272727,127.0686509,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002772,이름없음,service,37.48727080909091,127.0702468,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002773,아차산로39길,residential,37.5391588,127.0755608,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002774,아차산로39길,residential,37.53909485,127.0752409,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002775,이름없음,residential,37.5401287,127.073398,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002776,이름없음,service,37.5370671,127.0736695,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002777,언주로,primary,37.50138369,127.04319608,51.3,보통,61.3,40,30,40,70,"주간선도로, 사고다발구간, 넓은 도로, 교통량 많음"
SEG_002778,테헤란로,primary,37.50294785454545,127.0442739727273,54.3,보통,61.3,40,30,60,70,"주간선도로, 사고다발구간, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_002779,언주로,primary,37.5025569,127.04257075,57.3,보통,61.3,40,30,80,70,"주간선도로, 사고다발구간, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_002780,테헤란로,primary,37.50010857272727,127.0343141545454,40.5,보통,0.0,40,30,70,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_002781,테헤란로,primary,37.498779775,127.030039075,42.0,보통,0.0,40,30,80,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_002782,강남대로132길,residential,37.51265089090909,127.0233789090909,41.8,보통,36.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002783,언주로141길,residential,37.51833628,127.03242002,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002784,도산대로54길,residential,37.51948068,127.03868926,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002785,언주로147길,residential,37.51926605,127.0338101,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002786,언주로136길,residential,37.51733785,127.0365116833333,39.1,보통,37.5,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002787,학동로37길,residential,37.5161103,127.034459925,54.1,보통,37.5,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002788,이름없음,service,37.51894183333334,127.0370451666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002789,언주로141길,residential,37.5186199,127.0340072666667,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002790,선릉로141길,residential,37.52016976666666,127.0391617666667,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002791,학동로21길,service,37.51460733333334,127.0275464,40.0,보통,0.0,70,80,60,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002792,도산대로26길,residential,37.5168001,127.0274566,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002793,논현로142길,residential,37.5171652,127.0298366,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002794,이름없음,residential,37.53024754545454,127.0357344454546,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002795,논현로145길,residential,37.51774795,127.0280165625,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002796,학동로5길,residential,37.5126296,127.0229740333333,41.8,보통,36.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002797,도산대로24길,residential,37.5175643,127.026814775,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002798,도산대로46길,residential,37.5213586,127.03638154,35.8,보통,0.0,65,70,40,25,"주거지역 도로, 좁은 도로"
SEG_002799,논현로146길,residential,37.51833067777778,127.0305038,57.8,보통,100.0,65,70,20,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_002800,도산대로54길,residential,37.521115,127.0389038125,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002801,언주로146길,residential,37.52032415,127.0370674375,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002802,뚝섬로13길,residential,37.5397922,127.0577257909091,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002803,뚝섬로17길,residential,37.53944792727273,127.0601937272727,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002804,성수이로8길,residential,37.5387808,127.0587777,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002805,서초대로64길,residential,37.4939118,127.0214833,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002806,서초대로64길,residential,37.491640925,127.02125415,41.8,보통,0.0,65,70,80,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002807,사임당로,residential,37.490871825,127.02182225,43.2,보통,0.0,65,70,90,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002808,서초대로68길,residential,37.49561616666667,127.0221983666667,31.2,보통,0.0,65,70,10,25,"주거지역 도로, 좁은 도로"
SEG_002809,서운로15길,residential,37.4933205,127.02496098,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002810,이름없음,residential,37.4921507,127.0209264333333,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002811,사임당로23길,residential,37.4911472,127.0212677333333,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002812,서초대로70길,residential,37.4947623,127.0233264909091,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002813,서초대로70길,residential,37.49303138181818,127.0241387727273,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002814,서초대로70길,residential,37.49177906,127.02475052,40.2,보통,0.0,65,70,70,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002815,선릉로,secondary,37.49818665555555,127.0520049666667,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_002816,영동대로81길,service,37.506733,127.063586,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002817,영동대로85길,service,37.5065027,127.0623071,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002818,영동대로75길,service,37.50567815,127.0641608,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002819,테헤란로6길,service,37.49696291428571,127.0310776428571,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002820,강남대로84길,residential,37.49665615,127.03070935,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002821,테헤란로8길,service,37.496906,127.0315867,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002822,역삼로3길,service,37.49502645,127.03155125,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002823,역삼로3길,service,37.49463395,127.03081235,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002824,이름없음,service,37.49653615,127.0314771,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002825,사임당로,residential,37.49089925,127.02517095,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002826,역삼로7길,service,37.49433645,127.03281905,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002827,강남대로55길,service,37.49513485,127.02762345,46.0,보통,0.0,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002828,효령로79길,residential,37.4916513,127.0295479,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002829,강남대로78길,residential,37.49588013333334,127.0318797333333,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002830,테헤란로4길,service,37.4958417,127.03022815,43.0,보통,0.0,70,80,80,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002831,강남대로51길,residential,37.4913266,127.029943275,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002832,강남대로78길,residential,37.49527974444445,127.0311585555556,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002833,강남대로49길,residential,37.48986345,127.0306299,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002834,역삼로2길,service,37.49259835,127.03132015,46.0,보통,0.0,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002835,도곡로5길,service,37.491652875,127.03361925,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002836,도곡로3길,service,37.49163710000001,127.033162,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002837,도곡로7길,service,37.491760475,127.034006875,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002838,이름없음,service,37.49231945,127.0337283,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002839,강남대로62길,service,37.4913122,127.033984,34.0,보통,0.0,70,80,20,20,"서비스 도로, 좁은 도로"
SEG_002840,강남대로62길,service,37.4914205,127.03432835,34.0,보통,0.0,70,80,20,20,"서비스 도로, 좁은 도로"
SEG_002841,강남대로44길,residential,37.4860219,127.03497524,42.3,보통,38.3,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002842,강남대로39길,residential,37.48573456666667,127.0323572166666,49.8,보통,38.3,65,70,70,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002843,강남대로37길,residential,37.48495935454545,127.0320125181818,40.8,보통,38.3,65,70,10,25,"주거지역 도로, 좁은 도로"
SEG_002844,도곡로14길,residential,37.4895498,127.0373753857143,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002845,강남대로39길,residential,37.48607652222222,127.0322175,48.3,보통,38.3,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002846,테헤란로22길,residential,37.49579641111112,127.0349906444445,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002847,남부순환로351길,residential,37.48671164545454,127.0339456909091,54.3,보통,38.3,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002848,남부순환로351길,residential,37.485177375,127.0347733,45.3,보통,38.3,65,70,40,25,"주거지역 도로, 좁은 도로"
SEG_002849,남부순환로365길,residential,37.48811440909091,127.0398543090909,31.2,보통,0.0,65,70,10,25,"주거지역 도로, 좁은 도로"
SEG_002850,효령로74길,residential,37.48727451818182,127.0267510909091,41.8,보통,0.0,65,70,80,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002851,효령로74길,residential,37.4859445,127.0263788333333,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002852,도곡로18길,residential,37.4889492,127.0387106727273,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002853,도곡로18길,residential,37.49097041666666,127.0381249666667,42.9,보통,34.7,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002854,남부순환로347길,residential,37.48657475,127.031464,49.8,보통,38.3,65,70,70,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002855,이름없음,residential,37.49519996666667,127.0339538666667,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002856,이름없음,service,37.48593432,127.03785662,41.5,보통,0.0,70,80,70,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002857,이름없음,residential,37.48944485,127.0378701,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002858,남부순환로347길,residential,37.48522845,127.031111075,42.3,보통,38.3,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002859,남부순환로,residential,37.4840868,127.0286089333333,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002860,남부순환로351길,service,37.48741905,127.033775,55.6,보통,38.3,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002861,이름없음,service,37.4858662,127.03486655,43.6,보통,38.3,70,80,20,20,"서비스 도로, 좁은 도로"
SEG_002862,남부순환로351길,residential,37.486482,127.0347217666667,42.3,보통,38.3,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002863,이름없음,service,37.48636405,127.03523745,40.6,보통,38.3,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002864,도곡로14길,residential,37.49091546666667,127.0369037666667,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002865,강남대로43길,service,37.4875084,127.0310453,46.6,보통,38.3,70,80,40,20,"서비스 도로, 좁은 도로"
SEG_002866,역삼로14길,service,37.4933628,127.03558025,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002867,남부순환로351길,service,37.48723475,127.03386,55.6,보통,38.3,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002868,남부순환로351길,residential,37.4870454,127.0339359,52.8,보통,38.3,65,70,90,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002869,이름없음,service,37.48785585,127.03394745,52.6,보통,38.3,70,80,80,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002870,이름없음,service,37.49002405,127.03709805,32.5,보통,0.0,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_002871,강남대로45길,service,37.48823415,127.0309994,55.6,보통,38.3,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002872,강남대로44길,residential,37.4860153,127.0361468,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002873,강남대로41길,service,37.48684133333333,127.0313670333333,54.1,보통,38.3,70,80,90,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002874,논현로61길,residential,37.4929145,127.0401747,50.8,보통,72.2,65,70,20,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_002875,이름없음,service,37.4877566,127.02690545,46.0,보통,0.0,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002876,이름없음,service,37.4898373,127.03494465,34.0,보통,0.0,70,80,20,20,"서비스 도로, 좁은 도로"
SEG_002877,강남대로37길,service,37.48549505,127.0302583,52.6,보통,38.3,70,80,80,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002878,논현로67길,residential,37.4936648,127.0371251,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_002879,도곡로14길,residential,37.49021915,127.03774485,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002880,이름없음,service,37.4938549,127.0378285,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002881,남부순환로,residential,37.48466533333333,127.0328044,42.3,보통,38.3,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002882,이름없음,service,37.49374455,127.038205,39.7,보통,34.7,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002883,서운로6길,service,37.4859641,127.0306788333333,51.1,보통,38.3,70,80,70,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002884,이름없음,service,37.4897035,127.0372780666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002885,논현로71길,service,37.49474230000001,127.039102,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_002886,효령로74길,residential,37.4863997,127.0261873,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002887,이름없음,residential,37.488677275,127.03252925,54.3,보통,38.3,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002888,서운로9길,residential,37.48706104,127.02802888,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_002889,남부순환로347길,service,37.486168025,127.03159715,46.6,보통,38.3,70,80,40,20,"서비스 도로, 좁은 도로"
SEG_002890,효령로72길,residential,37.48650646666667,127.0268935,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002891,강남대로45길,service,37.4879159,127.03102605,49.6,보통,38.3,70,80,60,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_002892,강남대로44길,residential,37.4857504,127.035372,45.3,보통,38.3,65,70,40,25,"주거지역 도로, 좁은 도로"
SEG_002893,이름없음,service,37.48951223333333,127.0344409,45.1,보통,38.3,70,80,30,20,"서비스 도로, 좁은 도로"
SEG_002894,강남대로37길,residential,37.48522355714285,127.0324109571429,42.3,보통,38.3,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_002895,서운로3길,residential,37.48490383333333,127.0277930666667,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_002896,논현로65길,service,37.4932264,127.0379430666667,39.7,보통,34.7,70,80,0,20,"서비스 도로, 좁은 도로"
